"surface water age (days)";"initial pH (-)";"initial EC (microS/cm)";"initial turbidity (NTU)";"flocculant age (days)";"Husk removed?";"saline Molarity (mol/l)";"filtered?";"floc dose (mg/l)";"stirring speed coagulation phase (rpm)";"duration coagulation phase (min)";"stirring speed flocculation phase (rpm)";"duration flocculation phase (min)";"stirring speed sedimentation phase (rpm)";"duration sedimentation phase (min)";"final pH (-)";"final EC (microS/cm)";"final turbidity (NTU)";"performance"
2.00;8.60;408;144;0.00;0;0;1;200;100;1;20;15;0;45;7.50;896.00;32;0.77
2.00;8.60;408;144;0.00;0;0;1;200;100;1;20;15;0;45;7.40;920.00;31;0.78
0.00;8.60;413;152;0.00;0;0;1;200;100;1;20;30;0;45;7.80;765.00;9;0.94
0.00;8.60;413;152;0.00;0;0;1;200;100;1;20;30;0;45;7.70;791.00;12;0.92
0.00;8.60;413;152;0.00;0;0;1;200;100;1;20;30;0;45;7.60;818.00;18;0.88
0.00;8.60;413;152;0.00;0;0;1;200;100;1;20;30;0;45;7.60;830.00;19;0.87
0.00;8.60;413;152;0.00;0;0;1;200;100;1;20;30;0;45;7.50;840.00;21;0.86
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;45;0;45;7.90;766.00;5;0.96
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;45;0;45;7.70;781.00;8;0.94
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;45;0;45;7.70;806.00;10;0.93
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;45;0;45;7.60;819.00;14;0.90
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;45;0;45;7.50;830.00;13;0.91
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;60;0;45;7.70;776.00;8;0.94
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;60;0;45;7.70;794.00;13;0.91
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;60;0;45;7.60;806.00;13;0.91
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;60;0;45;7.60;824.00;17;0.88
1.00;8.60;413;152;1.00;0;0;1;200;100;1;20;60;0;45;7.60;842.00;18;0.88
0.00;8.60;406;140;0.00;0;0;1;200;100;1;20;15;0;45;7.90;808.00;12;0.91
0.00;8.60;406;140;0.00;0;0;1;200;100;1;20;15;0;45;8.90;806.00;6;0.95
0.00;8.60;406;140;0.00;0;0;1;200;100;1;20;15;0;45;9.80;847.00;6;0.95
0.00;8.60;406;140;0.00;0;0;1;200;100;1;20;15;0;45;10.90;1057.00;2;0.98
0.00;8.70;410;146;0.00;0;0;1;200;100;1;20;90;0;45;7.80;779.00;4;0.97
0.00;8.70;410;146;0.00;0;0;1;200;100;1;20;90;0;45;7.70;809.00;8;0.94
0.00;8.70;410;146;0.00;0;0;1;200;100;1;20;90;0;45;7.70;809.00;10;0.93
0.00;8.70;410;146;0.00;0;0;1;200;100;1;20;90;0;45;7.60;836.00;13;0.91
0.00;8.70;410;146;0.00;0;0;1;200;100;1;20;90;0;45;7.60;844.00;11;0.92
5.00;8.60;409;148;0.00;0;0;1;0;100;1;20;15;0;45;8.00;420.00;28;0.81
5.00;8.60;409;148;0.00;0;0;1;20;100;1;20;15;0;45;8.10;455.00;19;0.87
5.00;8.60;409;148;0.00;0;0;1;50;100;1;20;15;0;45;8.00;509.00;15;0.89
5.00;8.60;409;148;0.00;0;0;1;100;100;1;20;15;0;45;8.00;600.00;9;0.93
5.00;8.60;409;148;0.00;0;0;1;150;100;1;20;15;0;45;8.00;689.00;5;0.96
5.00;8.60;393;131;0.00;0;0;1;200;100;1;20;120;0;45;7.70;759.00;52;0.60
5.00;8.60;393;131;0.00;0;0;1;200;100;1;20;120;0;45;7.60;783.00;39;0.70
5.00;8.60;393;131;0.00;0;0;1;200;100;1;20;120;0;45;7.50;783.00;41;0.68
5.00;8.60;393;131;0.00;0;0;1;200;100;1;20;120;0;45;7.50;806.00;37;0.71
5.00;8.60;393;131;0.00;0;0;1;200;100;1;20;120;0;45;7.40;821.00;39;0.70
5.00;8.50;413;150;0.00;0;0;1;200;100;1;20;15;0;45;3.00;1510.00;21;0.86
5.00;8.50;413;150;0.00;0;0;1;200;100;1;20;15;0;45;5.40;1078.00;27;0.82
5.00;8.50;413;150;0.00;0;0;1;200;100;1;20;15;0;45;5.80;916.00;28;0.81
5.00;8.50;413;150;0.00;0;0;1;200;100;1;20;15;0;45;6.30;849.00;19;0.87
5.00;8.50;413;150;0.00;0;0;1;200;100;1;20;15;0;45;7.00;854.00;10;0.93
0.00;8.60;411;135;0.00;0;0;1;200;100;1;20;15;0;45;7.70;796.00;11;0.91
0.00;8.60;411;135;0.00;0;0;1;200;100;1;20;15;0;45;8.80;820.00;7;0.94
0.00;8.60;411;135;0.00;0;0;1;200;100;1;20;15;0;45;9.90;882.00;3;0.97
0.00;8.60;411;135;0.00;0;0;1;200;100;1;20;15;0;45;10.90;1248.00;3;0.97
0.00;8.60;411;135;0.00;0;0;1;200;100;1;20;15;0;45;11.80;5750.00;4;0.97
1.00;8.50;415;150;1.00;0;0;1;200;100;1;20;15;0;45;7.70;493.00;65;0.56
1.00;8.50;415;150;1.00;0;0;1;300;100;1;20;15;0;45;7.70;531.00;86;0.42
1.00;8.50;415;150;1.00;0;0;1;500;100;1;20;15;0;45;7.60;611.00;129;0.14
1.00;8.50;415;150;1.00;0;0;1;750;100;1;20;15;0;45;7.10;699.00;64;0.57
1.00;8.50;415;150;1.00;0;0;1;1000;100;1;20;15;0;45;7.30;795.00;37;0.75
-3.00;8.40;409;138;-13.00;0;0;0;10;100;1;20;15;0;45;8.20;418.00;59;0.57
-3.00;8.40;409;138;-13.00;0;0;0;50;100;1;20;15;0;45;8.00;422.00;57;0.58
-3.00;8.40;409;138;-13.00;0;0;0;100;100;1;20;15;0;45;7.70;427.00;58;0.57
6.00;8.30;413;150;5.00;0;0;1;50;100;1;20;15;0;45;8.20;745.00;60;0.60
6.00;8.30;413;150;5.00;0;0;1;100;100;1;20;15;0;45;8.20;1066.00;59;0.60
6.00;8.30;413;150;5.00;0;0;1;150;100;1;20;15;0;45;8.10;1382.00;58;0.61
6.00;8.30;413;150;5.00;0;0;1;200;100;1;20;15;0;45;8.10;1710.00;61;0.59
6.00;8.30;413;150;5.00;0;0;1;0;100;1;20;15;0;45;8.40;425.00;56;0.62
6.00;7.00;1;110;5.00;0;0;1;50;100;1;20;15;0;60;6.00;324.00;94;0.14
6.00;7.00;1;110;5.00;0;0;1;100;100;1;20;15;0;60;6.10;696.00;97;0.11
6.00;7.00;1;110;5.00;0;0;1;0;100;1;20;15;0;60;5.70;1.10;82;0.25
